Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.4332695380121786,-5.977873351647301,0.8583884961593071,-5.832354082849747,1.787384076561582 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.2653421688149987,-8.445787658229002,0.5061218935773013,-8.122309045778593,1.7141682277462079 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,1.0805215602072207,-10.921882997573004,0.15370394447836589,-10.429212724348077,1.6116916295490245 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8819079010473153,-13.404522888121454,-0.21396969471800277,-12.735975751071976,1.487795275759869 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,0.8356264928935308,-13.2059843736522,-0.30617636054910238,-12.5943198440566,1.3742434211766382 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,0.7740953174211261,-13.02852782578538,-0.3467654381150851,-12.411439331927852,1.2875927410819326 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,0.7272908113232405,-12.84995356716755,-0.38298118537454686,-12.237656258984544,1.224832674122256 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.6905771642800782,-12.671436757322985,-0.4073101188780015,-12.062918616174784,1.1770587492984098 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.6549029872626678,-12.547067678767215,-0.4275909897033898,-11.936839185636586,1.136225894129791 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.6224733394372536,-12.424133301456802,-0.44739906170650559,-11.804618369156913,1.0979826503899509 
 01/01  02:45:00,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5909721542539342,-12.302809648310469,-0.46537877632442817,-11.67250310296015,1.0608515970036133 
 01/01  03:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5609275376842809,-12.183160945226698,-0.482718931450961,-11.541088443832962,1.024640942289923 
 01/01  03:15:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.525699972953557,-12.152157614300356,-0.5152903696402973,-11.529044820396905,0.9887587851719486 
 01/01  03:30:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.49201658430693198,-12.122268504374786,-0.548565340589164,-11.526149630299415,0.9529599389976065 
 01/01  03:45:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4582551638721512,-12.094080305455071,-0.5796055894407459,-11.52103051149777,0.9172158613426408 
 01/01  04:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.424526265890568,-12.067408822315148,-0.6108756262027555,-11.515723151106556,0.8815553889763304 
 01/01  04:15:00,-10.975,0.0,0.0,0.0,0.0,0.0,0.0,0.3971709838025834,-11.94506476060274,-0.6270944165008245,-11.406873201639371,0.8467806144989322 
