Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.526837103455568,-5.957888900101735,1.9078382403122305,-5.7684930685236399,2.9130826000178637 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.357948258807368,-8.42568869000625,1.5660176024059638,-8.065086216152168,2.836922979095936 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,2.1720485639304347,-10.901543033501952,1.2214907370737934,-10.369117724877583,2.731931810199726 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,1.9723938280021823,-13.383954168964723,0.8645399850631748,-12.691985103614968,2.606071431888166 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,1.9232592016359745,-13.185240639638849,0.7690103656509564,-12.549502902208474,2.4909074448660974 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,1.8591930037412524,-13.007837564845535,0.725009027402848,-12.36613663745294,2.402671805330761 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,1.809877440316041,-12.8293294217356,0.6854505717564052,-12.19178567609464,2.338091538136668 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,1.7705747409313939,-12.65088375203182,0.6577624738707186,-12.01652080164115,2.2881743835010339 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.7323001203606694,-12.526013840050556,0.634316861424395,-11.88924873128667,2.2449176909178196 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.697173475910837,-12.402558367800732,0.6113060929696985,-11.755796325883012,2.2040630345371694 
 01/01  02:45:00,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,1.662911013247682,-12.280687819142607,0.590064857901325,-11.622423334678388,2.1642151411402645 
 01/01  03:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,1.629078636441929,-12.160465196477297,0.5694266637539727,-11.489714466696853,2.1251103079782025 
