Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.3807002442816719,-5.997155582062295,-0.11428227079841236,-5.919297636656381,0.7046858740615076 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.21500926455200138,-8.465068929073919,-0.4689542810860985,-8.20942166743697,0.63460872113435 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,0.031268029530216599,-10.941443161841076,-0.8218907756705676,-10.516271378596003,0.5350002963670145 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.1659740504452877,-13.424285861542649,-1.1901946193927984,-12.823179827071386,0.41351209497823296 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,-0.20922793927567327,-13.22590967990836,-1.279919099316885,-12.681093239079587,0.3019104332125951 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,-0.2680525166891935,-13.048398099922605,-1.3177195205873887,-12.497959655299951,0.21701878507215975 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,-0.3122589568829948,-12.869759095280154,-1.3513237562478367,-12.32402626303849,0.1561329218131836 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,-0.34634773323110987,-12.691172577691069,-1.3730764716026443,-12.14913843594411,0.11049781406746379 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.37941097932663755,-12.567282189201946,-1.3909767303925947,-12.024386368594719,0.07206683555607847 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.4081719932266206,-12.444845210824529,-1.4083366498711599,-11.893564222194812,0.036531190033808298 
 01/01  02:45:00,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.43692209737123097,-12.324078236450138,-1.423440371630079,-11.762858347914858,0.002287314382254682 
 01/01  03:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.4650650697285795,-12.204970760944196,-1.4381570845357033,-11.632931158376323,-0.031118088904440474 
 01/01  03:15:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.49631855342468769,-12.173255565351605,-1.4681615574417606,-11.619111879344473,-0.06413932334080674 
 01/01  03:30:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.5272117383182103,-12.14276187720615,-1.4978800040580609,-11.614352545169368,-0.09698630085791915 
 01/01  03:45:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.558042015882444,-12.113950651011484,-1.526046615771179,-11.607367720181287,-0.1297456480538776 
 01/01  04:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.5888422999698663,-12.086692030824438,-1.5543752311380104,-11.600191016426493,-0.16242832392723303 
 01/01  04:15:00,-10.975,0.0,0.0,0.0,0.0,0.0,0.0,-0.6142668451535859,-11.964274636110956,-1.5679380333435802,-11.49053947740083,-0.19437607843902234 
 01/01  04:30:00,-10.85,0.0,0.0,0.0,0.0,0.0,0.0,-0.6395396284065775,-11.841968944520979,-1.581843088384744,-11.37815135635492,-0.22518796132996728 
 01/01  04:45:00,-10.725,0.0,0.0,0.0,0.0,0.0,0.0,-0.6640819314974079,-11.719650699597013,-1.5952904645349123,-11.265534092595374,-0.25493907659383638 
 01/01  05:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.6879603490747823,-11.59734265459273,-1.608068039905902,-11.152849066959562,-0.2838649380366089 
 01/01  05:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.7190333674705789,-11.59800889000385,-1.6366474147173449,-11.150564635063802,-0.31320543423447008 
 01/01  05:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.7496302206345663,-11.598579056465674,-1.6653806862866532,-11.151844292587726,-0.34367617125266206 
 01/01  05:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.780667868363314,-11.599184640160136,-1.6939850544411002,-11.154038987137256,-0.37515312687664628 
 01/01  06:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.8120447635927334,-11.599792381137144,-1.722951331237823,-11.156530915607732,-0.4072346186924191 
 01/01  06:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.8411812892548983,-11.573677592035424,-1.750184018045843,-11.151069044706788,-0.43918625298561739 
