Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.764386252076369,-5.935324091916632,3.184201609326692,-5.761182543455504,4.187237060342992 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.5948633472622095,-8.402937378444621,2.870181697251496,-8.078259869411739,4.108501419247043 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,3.4083762990598096,-10.878503636125587,2.5526939952256955,-10.402907563778229,4.001639193707427 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,3.2082658221266859,-13.360637563098651,2.222252320088728,-12.746053866395983,3.874597218337516 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,3.156499776239062,-13.161714535705569,2.1215707649055846,-12.600643614490707,3.758413191683363 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,3.0901092828996647,-12.984364387451063,2.0727014291126126,-12.415327970467843,3.668899927202946 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,3.0383522894054026,-12.805927457904972,2.028196376337803,-12.238954831204297,3.60258899326913 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,2.9964402926078335,-12.627558371055017,1.99545367984706,-12.061787545875177,3.5504978922200305 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.9555059194099666,-12.502114493404349,1.9671770241210425,-11.933793903133676,3.504733594517806 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.9175995317793887,-12.37806093846212,1.9393257289269173,-11.799663269342546,3.461165016853474 
 01/01  02:45:00,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,2.8804841415329416,-12.2555622688302,1.9131904652854815,-11.665643394631502,3.4184907891197628 
 01/01  03:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.8437634897884256,-12.134680303072525,1.887623004156012,-11.532277940383438,3.3765000086137517 
 01/01  03:15:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.803800443833044,-12.105133081055257,1.8490598226857174,-11.520541970874888,3.334830901711809 
 01/01  03:30:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.7642728425590006,-12.076717005246453,1.8113983061097088,-11.514447924447495,3.2932642283814417 
 01/01  03:45:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.7247703296786178,-12.049884025778546,1.77395976203087,-11.508862239080031,3.2517555432310405 
 01/01  04:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.6853118719116257,-12.024506076191049,1.7365859588265949,-11.503524227536503,3.2103266832927299 
 01/01  04:15:00,-10.975,0.0,0.0,0.0,0.0,0.0,0.0,2.651181291203072,-11.902309089929883,1.710886807783254,-11.396780942596536,3.169697794842986 
 01/01  04:30:00,-10.85,0.0,0.0,0.0,0.0,0.0,0.0,2.61715869360736,-11.780203867553519,1.6861512197300499,-11.283582824545704,3.130238704496929 
 01/01  04:45:00,-10.725,0.0,0.0,0.0,0.0,0.0,0.0,2.5839196937491897,-11.658081834591386,1.6618682266354768,-11.169947721604956,3.091836247854432 
 01/01  05:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.551356273427701,-11.535970861158364,1.6382840910900428,-11.056240409600776,3.0542419290784754 
 01/01  05:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.5117824347662736,-11.536765857989972,1.6000345141291633,-11.054541804935468,3.016206948139501 
 01/01  05:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.472864883741576,-11.53748995675953,1.562921639501269,-11.056098253043388,2.9770483143509685 
 01/01  05:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.433467158733274,-11.538254531545573,1.5258832383933623,-11.05855233416571,2.936933309659794 
 01/01  06:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.3938016515185249,-11.539018881457649,1.4913991910109417,-11.059611673197708,2.8962533894947586 
 01/01  06:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.35620823251337,-11.514653796106659,1.4548026597210538,-11.053881526333044,2.8557600953642878 
 01/01  06:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.318471792209694,-11.491548846242168,1.4192603259886596,-11.047856288182402,2.815834757916068 
 01/01  06:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.2810315486131929,-11.469616526197957,1.3838264644527954,-11.04204085090106,2.7764392152568067 
 01/01  07:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.2438883109944487,-11.448787923317378,1.3486668872005794,-11.036432250839198,2.7374251829118076 
 01/01  07:15:00,-10.45,0.0,0.0,0.0,0.0,0.0,0.0,2.205752239846892,-11.400170323752374,1.317478355621688,-10.999222046297519,2.6981486367695468 
 01/01  07:30:00,-10.3,92.15750704739708,1.0,22.819555959623899,1.0,22.819555959623899,92.15750704739708,2.274150548735387,-9.72715217524794,1.6889760041020737,-10.663054654782343,2.673734000836999 
 01/01  07:45:00,-10.15,454.0668273181285,1.0,109.75755355442667,1.0,109.75755355442667,454.0668273181285,2.6319874390375719,-3.363115141896863,3.336921514205983,-9.446453185642668,2.7046968794996539 
 01/01  08:00:00,-10.0,829.8784025660395,1.0,195.8764694434918,1.0,195.8764694434918,829.8784025660395,3.065686804192355,3.116966220818787,4.905226540087597,-8.2259572521221,2.8008942255334365 
 01/01  08:15:00,-9.725,1208.431253707413,1.0,278.97248314719988,1.0,278.97248314719988,1208.431253707413,3.4415806957462444,8.305939365494155,6.3507830526365869,-7.158098449577665,2.9515150227112625 
 01/01  08:30:00,-9.45,1611.27847082868,1.0,364.91995730569456,1.0,364.91995730569456,1611.27847082868,3.8399474271594795,13.381373397011434,7.8025081541275089,-6.103704052129956,3.142173391817642 
 01/01  08:45:00,-9.175,1882.5474509696963,1.0,420.35879993239237,1.0,420.35879993239237,1882.5474509696963,4.102449140330024,16.139949090822979,8.793274252597314,-5.461709587590349,3.3537082837116229 
 01/01  09:00:00,-8.9,2165.2536956705005,1.0,478.00138373643099,1.0,478.00138373643099,2165.2536956705005,4.417425011379354,19.13480923919212,9.772162185234265,-4.792423952564718,3.5774011140022816 
 01/01  09:15:00,-8.350000000000002,2454.840672138349,1.0,536.9185644770597,1.0,536.9185644770597,2454.840672138349,4.673283887271479,20.252773983832456,10.78700455378032,-3.993412790636853,3.819153875524897 
 01/01  09:30:00,-7.800000000000001,2754.837686584413,1.0,598.0969199229219,1.0,598.0969199229219,2754.837686584413,4.956003312770785,21.50627634301444,11.827065531415144,-3.2192154831790278,4.077410286193629 
 01/01  09:45:00,-7.25,2954.460675234528,1.0,637.6133352894237,1.0,637.6133352894237,2954.460675234528,5.168938506746522,21.566315064564426,12.57303602528782,-2.6809699842683587,4.337733797197054 
