Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.5620605426623352,-5.993835958701867,0.22932179145965393,-6.030861933191659,0.8919247109742843 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.39641407050342078,-8.461778685752043,-0.06991195383437798,-8.362478073944658,0.823293197619579 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,0.2144895155710123,-10.938012212059088,-0.36997522411809316,-10.70130580467054,0.7258434687066361 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.019235955476245557,-13.420777495969272,-0.6836194889078229,-13.049041525515861,0.6070485186557587 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,-0.022960444923034615,-13.222333052111753,-0.7773065108174251,-12.9072821482996,0.4977412227202295 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,-0.08074202023915411,-13.044804995908802,-0.8188644321398328,-12.720368526662469,0.41438242348426326 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,-0.1242795392311935,-12.866167211172268,-0.8567908349442632,-12.542193443789245,0.354386123649251 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,-0.15795693132484629,-12.687583689262923,-0.8831005605838982,-12.363293160251601,0.3092472208901445 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.19073183491366647,-12.563594964954693,-0.9052307088830958,-12.239086754296295,0.2711123831777084 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.21929130201956779,-12.441054794418621,-0.92671011633729,-12.10898177073102,0.23577967506438803 
