Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.634086196333124,-5.937700880471189,2.9397553421241584,-5.680531347740953,4.051918689922684 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.4639321760282919,-8.405345260975912,2.599213432694853,-7.976986509978474,3.972498377387463 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,3.2765838218660479,-10.880964304829789,2.255188875111969,-10.280957394955749,3.864553915282493 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,3.075434332534059,-13.363151461789873,1.8984849963785564,-12.603679230766148,3.736160544278368 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,3.023156254721578,-13.164268862820628,1.8004500965427042,-12.460915148716993,3.618852660965572 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,2.9562569478666655,-12.98692567563641,1.7535255744074335,-12.277748050986702,3.5286128109298735 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,2.904185881653905,-12.808486895957604,1.7112094510914063,-12.103531408118215,3.461896328245527 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,2.8620885954571326,-12.630115304091229,1.6807784789673406,-11.92840176438176,3.409587902828821 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.8210275925359067,-12.504741177978437,1.6547699167743986,-11.799734795760856,3.3636995353288094 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.783030736501685,-12.38076078565455,1.6291272669959085,-11.66481845176179,3.320049232008658 
 01/01  02:45:00,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,2.7458431451038156,-12.258339264014066,1.6051946454551854,-11.529924951655687,3.2773155079246036 
 01/01  03:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.7090616695660625,-12.13753829641199,1.581832160099509,-11.39564370556593,3.2352810969206939 
 01/01  03:15:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.6690151529925165,-12.107911325512175,1.543098579161665,-11.386538292867158,3.1935516583413787 
 01/01  03:30:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.629371029356136,-12.079419415810593,1.50340056618478,-11.386536399487057,3.1519405308006576 
 01/01  03:45:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.5897992493988886,-12.052514126815014,1.4663891208963378,-11.384418618681253,3.1103775490900276 
 01/01  04:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.55025996092439,-12.027067320234336,1.4292017753800793,-11.382072330849156,3.0688747980138517 
 01/01  04:15:00,-10.975,0.0,0.0,0.0,0.0,0.0,0.0,2.5161005759411747,-11.904869661146675,1.4072608647868493,-11.27409167137921,3.0281379849766769 
 01/01  04:30:00,-10.85,0.0,0.0,0.0,0.0,0.0,0.0,2.482001755413607,-11.782764535313559,1.384203422591895,-11.162309858569757,2.9885792224376339 
 01/01  04:45:00,-10.725,0.0,0.0,0.0,0.0,0.0,0.0,2.448696774953155,-11.660642287886042,1.3615764999556178,-11.05021337473545,2.950104435035115 
 01/01  05:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.4160814848345906,-11.538530710452282,1.3396592285562293,-10.938039167178772,2.9124632854467236 
 01/01  05:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.3764431586604028,-11.53932807849482,1.302326763880842,-10.936560709782839,2.874387173213226 
 01/01  05:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.3374563043451208,-11.540053279407053,1.265487735103875,-10.93846744188727,2.8351778893791916 
 01/01  05:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.2979886890793557,-11.540819368822226,1.2287897579627157,-10.941277899534726,2.7949999994779679 
 01/01  06:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.258238394110645,-11.541585310113702,1.1939070140988407,-10.942600184364608,2.7542412462488605 
 01/01  06:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.2205412343000208,-11.517154459344495,1.155423559394535,-10.94212989118131,2.713699833154256 
 01/01  06:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.182752897357233,-11.493986776481054,1.1204079685228408,-10.939190067108712,2.6737316977651988 
 01/01  06:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.145254634633128,-11.471994550024688,1.0852168012704056,-10.935931668202557,2.6342841798863816 
 01/01  07:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.1080506648019905,-11.451109078550545,1.0503014351339744,-10.93264497853147,2.5952069476913128 
 01/01  07:15:00,-10.45,0.0,0.0,0.0,0.0,0.0,0.0,2.0698783961719116,-11.402551072844336,1.0219080684156552,-10.891739024750109,2.555834366623849 
 01/01  07:30:00,-10.3,92.15750704739708,1.0,22.819555959623899,1.0,22.819555959623899,92.15750704739708,2.138361315910177,-9.729541595177486,1.392656961921034,-10.551548816984223,2.5313741721724738 
 01/01  07:45:00,-10.15,454.0668273181285,1.0,109.75755355442667,1.0,109.75755355442667,454.0668273181285,2.4969375950078116,-3.365785608179533,3.040974354793775,-9.320309771516122,2.5623887625119119 
 01/01  08:00:00,-10.0,829.8784025660395,1.0,195.8764694434918,1.0,195.8764694434918,829.8784025660395,2.9335446218242575,3.115649918223029,4.626749453510342,-8.094281072200943,2.658384020494357 
 01/01  08:15:00,-9.725,1208.431253707413,1.0,278.97248314719988,1.0,278.97248314719988,1208.431253707413,3.3079947800764675,8.303298852450944,6.081586042562435,-7.021295822675199,2.8082664227097888 
 01/01  08:30:00,-9.45,1611.27847082868,1.0,364.91995730569456,1.0,364.91995730569456,1611.27847082868,3.7075377807718095,13.379321669989843,7.541437347887495,-5.961514616394197,2.997794598900119 
 01/01  08:45:00,-9.175,1882.5474509696963,1.0,420.35879993239237,1.0,420.35879993239237,1882.5474509696963,3.9664201265867109,16.13796356090135,8.535832740863839,-5.316039636148389,3.208926112766843 
 01/01  09:00:00,-8.9,2165.2536956705005,1.0,478.00138373643099,1.0,478.00138373643099,2165.2536956705005,4.282025044607258,19.132874097988073,9.515617073528347,-4.643606205105812,3.4324546980860397 
 01/01  09:15:00,-8.350000000000002,2454.840672138349,1.0,536.9185644770597,1.0,536.9185644770597,2454.840672138349,4.5377801391246479,20.25100925431276,10.534118367503652,-3.8506585540536095,3.674172424013611 
 01/01  09:30:00,-7.800000000000001,2754.837686584413,1.0,598.0969199229219,1.0,598.0969199229219,2754.837686584413,4.820537507208709,21.504638990371246,11.577341246406605,-3.0810444172815325,3.9324276966250899 
 01/01  09:45:00,-7.25,2954.460675234528,1.0,637.6133352894237,1.0,637.6133352894237,2954.460675234528,5.033543347546542,21.56479592882328,12.32490965222587,-2.54791367517538,4.192776078674329 
 01/01  10:00:00,-6.7,3151.0542115929945,1.0,676.6412284283772,1.0,676.6412284283772,3151.0542115929945,5.26407848324441,21.725335594471919,13.040653593040077,-1.9926729830192472,4.446013551838916 
 01/01  10:15:00,-6.275,3343.9250631385687,1.0,715.0112779846514,1.0,715.0112779846514,3343.9250631385687,5.570389459495965,23.822896944857616,13.76037740138986,-1.2762453086546657,4.695199044553886 
 01/01  10:30:00,-5.85,3532.070082927922,1.0,752.5077794605232,1.0,752.5077794605232,3532.070082927922,5.8632214750433528,25.75770934907749,14.469903545392242,-0.5711369860301829,4.945092850266668 
 01/01  10:45:00,-5.425,3479.1857131981189,1.0,742.5988714321785,1.0,742.5988714321785,3479.1857131981189,6.028699229735641,25.609364280563644,14.558857891017226,-0.2687760223352029,5.180110386263296 
 01/01  11:00:00,-5.0,3401.966428615978,1.0,727.8169025450712,1.0,727.8169025450712,3401.966428615978,6.189590758677213,25.379990545255738,14.553999536025345,0.0036499272110290805,5.389158633056684 
 01/01  11:15:00,-4.575,3268.9162799877196,1.0,700.3759009170325,1.0,700.3759009170325,3268.9162799877196,6.298147288047051,24.637217875358496,14.376116398434079,0.21907947900149339,5.566662014027348 
 01/01  11:30:00,-4.15,3167.996389959925,1.0,681.6705029034473,1.0,681.6705029034473,3167.996389959925,6.426691216145792,24.30664808574747,14.292861858006518,0.5070488824738959,5.719829081955459 
 01/01  11:45:00,-3.7249999999999998,2777.3496836530587,1.0,602.01865277251,1.0,602.01865277251,2777.3496836530587,6.337948235616261,21.278121971980086,13.402517849536594,0.3183440788501457,5.8301998874988298 
 01/01  12:00:00,-3.3,2266.039030991335,1.0,493.55004396206007,1.0,493.55004396206007,2266.039030991335,6.148105496356974,17.0994143415009,12.022750237699427,-0.13928550789546535,5.879323058640647 
 01/01  12:15:00,-3.0249999999999996,1864.918535661873,1.0,412.335026418112,1.0,412.335026418112,1864.918535661873,6.012332479561,14.254747806193944,10.931316205801977,-0.4405564294438591,5.879391505653983 
 01/01  12:30:00,-2.75,1360.7676135935772,1.0,305.94037763660148,1.0,305.94037763660148,1360.7676135935772,5.743458831598361,10.080063420576892,9.43918323499338,-0.9709637746177577,5.83282279886621 
 01/01  12:45:00,-2.475,1239.845359812998,1.0,281.0763483922329,1.0,281.0763483922329,1239.845359812998,5.7231033251523579,9.569861117286873,9.05313518975288,-0.8359928667231316,5.772303397246514 
 01/01  13:00:00,-2.2,1121.425395556538,1.0,256.7721209415886,1.0,256.7721209415886,1121.425395556538,5.686097677230447,8.962137366427104,8.730832060480055,-0.6786009740569625,5.721671393347709 
 01/01  13:15:00,-1.9250000000000003,914.5926123773469,1.0,210.73276284570657,1.0,210.73276284570657,914.5926123773469,5.570865219527242,7.413247352198479,8.060194689006608,-0.7580879755523142,5.676039513293308 
 01/01  13:30:00,-1.6500000000000002,809.6775858076765,1.0,189.38488290342594,1.0,189.38488290342594,809.6775858076765,5.549011434288924,7.0102949807284899,7.732447759829483,-0.6348747355674504,5.635753403792376 
 01/01  13:45:00,-1.375,773.1146972475121,1.0,179.3940297802914,1.0,179.3940297802914,773.1146972475121,5.544056412344412,7.1305052119167329,7.60408812489618,-0.40529457681077477,5.603431397092419 
 01/01  14:00:00,-1.1,735.7893474842847,1.0,169.43349014176136,1.0,169.43349014176136,735.7893474842847,5.53820459385561,7.228813959215108,7.472893239831706,-0.17602355397207249,5.578411536075523 
 01/01  14:15:00,-1.1,773.8909461974802,1.0,178.15692317953907,1.0,178.15692317953907,773.8909461974802,5.585285295194744,8.044960443710549,7.606408083283782,-0.05820805910582294,5.563929251706246 
 01/01  14:30:00,-1.1,726.941996004965,1.0,166.40516310952945,1.0,166.40516310952945,726.941996004965,5.549131504463722,7.681499361551696,7.433427369181743,-0.13860214022395213,5.552483802215963 
 01/01  14:45:00,-1.1,611.5649513491846,1.0,140.8967369711617,1.0,140.8967369711617,611.5649513491846,5.447845150190371,6.4691068213750999,7.011000185521425,-0.397842922374366,5.53173755719149 
 01/01  15:00:00,-1.1,502.0061046110028,1.0,116.57355796743004,1.0,116.57355796743004,502.0061046110028,5.358110811945463,5.266955120697225,6.581553994767262,-0.6621473105466293,5.494951037506959 
 01/01  15:15:00,-1.1,397.3564596057699,1.0,93.14939272689483,1.0,93.14939272689483,397.3564596057699,5.268000974891519,4.2122844926165829,6.156851601504229,-0.8586206722279144,5.443027615385247 
 01/01  15:30:00,-1.1,246.0241224001257,1.0,57.94047897402063,1.0,57.94047897402063,246.0241224001257,5.100620674913364,2.085611418918705,5.484095855906389,-1.244354334055629,5.372005951198412 
