Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.4999727163843997,-5.9949784097488358,0.11097653648073447,-5.992502939533779,0.8274962408803224 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.3339358956925786,-8.46292654041796,-0.20689098885986824,-8.31004753299544,0.7584066372787346 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,0.15145221076260433,-10.939189676873843,-0.5255266742574349,-10.634799690633315,0.6602226702452052 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.04446425962930923,-13.421984676953312,-0.8563389422514547,-12.978302868255526,0.54052086371018 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,-0.08702845074795801,-13.223562874415558,-0.9494700457092904,-12.830795785082217,0.43043844037799147 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,-0.14516175019519488,-13.046040563164807,-0.9898041852377446,-12.64476344144748,0.3465576124575375 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,-0.18892733770299797,-12.867402469665329,-1.0262831229830454,-12.468009663504234,0.28625569990595126 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,-0.2227457041160318,-12.688817961697062,-1.0510612289522215,-12.290458459295678,0.2409451485610073 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.2556200081216295,-12.564863061654889,-1.071806535133021,-12.166047937960343,0.20270731709832152 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.2842487048581796,-12.442358387631212,-1.091916163794906,-12.035677312537019,0.16730373431686128 
